text,label,intent,severity
"Bác sĩ ơi, dạo này tôi giảm trí nhớ, mấy tháng nay thấy hay quên, mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Tôi bị đau nhức khớp gối và đi lại khó khăn, kêu lạo xạo liên tục không dứt.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, hôm nay tôi sưng đỏ khớp ngón chân, hơn 1 tuần rồi thấy đau buốt, khó cử động.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi ruồi bay trước mắt, thỉnh thoảng bị thấy chớp sáng, giảm thị lực.",Khoa Mắt,SYMPTOM,NORMAL
Gần đây tôi bị nấm dangứa rát đồng thời bị bong tróc hơn 1 tuần rồi.,Khoa Da Liễu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi bị giảm trí nhớ, hay quên kết hợp với mệt mỏi liên tục không dứt.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Gần đây tôi bị tai nạn giao thông và chảy nhiều máu, bất tỉnh từ sáng nay.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, bố tôi khó thở cấp, kéo dài dai dẳng thấy tím tái, ngạt thở.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Cho tôi hỏi, Bệnh viện có dịch vụ xe cấp cứu đưa đón tận nhà không?",FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi cộm mắt, kéo dài dai dẳng thấy nhạy cảm ánh sáng, nhức mắt.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi đau tức hạ sườn phải, kéo dài dai dẳng thấy vàng da sau đó thì chán ăn.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Trẻ nhà tôi liên tục không dứt hay bị nổi mẩn đỏ, ngoài ra còn bị ngứa ngáy và khóc đêm.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi ngất xỉu đột ngột, mấy tháng nay thấy co giật, không phản ứng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Cháu nhà tôi hơn 1 tuần rồi hay bị biếng ăn, ngoài ra còn bị nôn trớ và quấy khóc.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi hồi hộp, liên tục không dứt thấy đánh trống ngực, khó thở khi nằm.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi thỉnh thoảng thấy hay thấy nấm da, ngoài ra còn thấy ngứa rát và bong tróc.",Khoa Da Liễu,SYMPTOM,NORMAL
Gần đây tôi thấy đau quặn bụngtiêu chảy đồng thời thấy buồn nôn từ đêm qua.,Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Mấy hôm nay tôi khoảng 2 ngày nay hay bị ruồi bay trước mắt, ngoài ra còn bị chớp sáng và giảm thị lực.",Khoa Mắt,SYMPTOM,MEDIUM
"Hôm nay tôi bị đau tức hạ sườn phảivàng da, chán ăn hơn 1 tuần rồi.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Mấy hôm nay tôi khoảng 2 ngày nay hay bị đỏ mắt, ngoài ra còn bị đổ ghèn nhiều và ngứa mắt.",Khoa Mắt,SYMPTOM,EMERGENCY
Admin cho hỏi: Giá tiền phòng dịch vụ một ngày là bao nhiêu?,FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi mờ mắt, khoảng 2 ngày nay thấy nhìn không rõ với lại chảy nước mắt.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi kéo dài dai dẳng hay bị ruồi bay trước mắt, ngoài ra còn bị chớp sáng và giảm thị lực.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi sổ mũi, khoảng 2 ngày nay thấy nghẹt mũi với lại chảy dịch xanh.",Khoa Tai Mũi Họng,SYMPTOM,EMERGENCY
"Bác sĩ ơi, hôm nay tôi phù nề chân, thỉnh thoảng bị thấy tức ngực, hụt hơi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Dạo này tôi khoảng 2 ngày nay hay thấy đau tức ngực, ngoài ra còn thấy khó thở và tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Con tôi kéo dài dai dẳng hay bị sốt cao, ngoài ra còn bị ho khan và thở khò khè.",Khoa Nhi,SYMPTOM,EMERGENCY
"Cháu nhà tôi liên tục không dứt hay bị nổi mẩn đỏ, ngoài ra còn bị ngứa ngáy và khóc đêm.",Khoa Nhi,SYMPTOM,EMERGENCY
"Gần đây tôi từ sáng nay hay bị huyết áp cao, ngoài ra còn bị xây xẩm mặt mày và chóng mặt.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Dạ thưa bác sĩ, Bệnh viện có dịch vụ xe cấp cứu đưa đón tận nhà không?",FAQ,FAQ,NORMAL
"Dạo này tôi thỉnh thoảng thấy hay thấy ù tai, ngoài ra còn thấy đau nhức tai và chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Hôm nay tôi hơn 1 tuần rồi hay bị hồi hộp, ngoài ra còn bị đánh trống ngực và khó thở khi nằm.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Tôi kéo dài dai dẳng hay bị huyết áp cao, ngoài ra còn bị xây xẩm mặt mày và chóng mặt.",Khoa Tim Mạch,SYMPTOM,MEDIUM
Mình bị tai nạn giao thông và chảy nhiều máu kèm theo bất tỉnh từ sáng nay.,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Dạ tôi bị đau nhức khớp gối, đi lại khó khăn, kêu lạo xạo thỉnh thoảng bị.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Tôi bị đi ngoài ra máu, táo bón kèm theo đau rát từ đêm qua.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Hôm nay tôi từ sáng nay hay bị đau tức ngực, ngoài ra còn bị khó thở và tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Gần đây tôi mấy tháng nay hay thấy đau ngực dữ dội, ngoài ra còn thấy đổ mồ hôi lạnh và choáng váng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi đau quặn bụng, liên tục không dứt thấy tiêu chảy, buồn nôn.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Tôi từ sáng nay hay bị tai nạn giao thông, ngoài ra còn bị chảy nhiều máu và bất tỉnh.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi thấy đau quặn bụng và tiêu chảy, buồn nôn hơn 1 tuần rồi.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi đi ngoài ra máu, từ sáng nay thấy táo bón, đau rát.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi đau nhói nửa đầu bên trái, liên tục không dứt thấy sợ ánh sáng kết hợp với buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Dạ tôi bị hồi hộp, đánh trống ngực, khó thở khi nằm kéo dài dai dẳng.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi đau họng, khoảng 2 ngày nay thấy nuốt vướng, sưng amidan.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Mấy hôm nay tôi mấy tháng nay hay bị khô mắt, ngoài ra còn bị mỏi mắt và nhức hốc mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, hôm nay tôi đau nhói tim, thỉnh thoảng bị thấy vã mồ hôi đồng thời bị mệt mỏi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Dạo này tôi bị nổi mẩn đỏ và ngứa ngáy, lan rộng hơn 1 tuần rồi.",Khoa Da Liễu,SYMPTOM,NORMAL
"Hôm nay tôi hơn 1 tuần rồi hay bị ngất xỉu đột ngột, ngoài ra còn bị co giật và không phản ứng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi liên tục không dứt hay bị giảm trí nhớ, ngoài ra còn bị hay quên và mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi bị sưng đỏ khớp ngón chân và đau buốt, khó cử động khoảng 2 ngày nay.",Khoa Xương Khớp,SYMPTOM,EMERGENCY
"Gần đây tôi bị đau họng, nuốt vướng, sưng amidan khoảng 2 ngày nay.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Cho tôi hỏi, Cho tôi hỏi giá khám tổng quát là bao nhiêu?",FAQ,FAQ,NORMAL
"Gần đây tôi từ đêm qua hay bị ngất xỉu đột ngột, ngoài ra còn bị co giật và không phản ứng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, bác sĩ ơi tôi đau dạ dày, thỉnh thoảng bị thấy nóng rát vùng ngực, ợ hơi.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, bé nhà tôi biếng ăn, kéo dài dai dẳng thấy nôn trớ kèm theo quấy khóc.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi đỏ mắt, kéo dài dai dẳng thấy đổ ghèn nhiều, ngứa mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Tôi bị tai nạn giao thông, chảy nhiều máu, bất tỉnh khoảng 2 ngày nay.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi bị đau tức hạ sườn phảivàng da, chán ăn khoảng 2 ngày nay.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi đau ngực dữ dội, kéo dài dai dẳng thấy đổ mồ hôi lạnh, choáng váng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi khoảng 2 ngày nay hay bị viêm xoang, ngoài ra còn bị nhức vùng trán và hắt hơi liên tục.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Tôi khoảng 2 ngày nay hay bị tê bì chân tay, ngoài ra còn bị mỏi vai gáy và choáng váng.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Gần đây tôi hơn 1 tuần rồi hay bị đau nhói nửa đầu bên trái, ngoài ra còn bị sợ ánh sáng và buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi mất ngủ, thỉnh thoảng bị thấy trằn trọc, đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Tôi thấy nổi mẩn đỏ, ngứa ngáy đồng thời thấy lan rộng khoảng 2 ngày nay.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, mấy hôm nay tôi mất ngủ, kéo dài dai dẳng thấy trằn trọc, đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, hôm nay tôi mờ mắt, mấy tháng nay thấy nhìn không rõ, chảy nước mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi tôi bị nấm da và ngứa rát, bong tróc thỉnh thoảng bị.",Khoa Da Liễu,SYMPTOM,MEDIUM
Cho tôi hỏi giá khám tổng quát là bao nhiêu?,FAQ,FAQ,NORMAL
"Bác sĩ ơi, dạo này tôi sưng đỏ khớp ngón chân, kéo dài dai dẳng thấy đau buốt kèm theo khó cử động.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Người nhà tôi bị tai nạn giao thông và chảy nhiều máu, bất tỉnh khoảng 2 ngày nay.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Dạ thưa bác sĩ, Bệnh viện có khám BHYT vào cuối tuần không?",FAQ,FAQ,NORMAL
"Gần đây tôi mấy tháng nay hay thấy mụn viêm, ngoài ra còn thấy sưng to và đau nhức.",Khoa Da Liễu,SYMPTOM,EMERGENCY
"Con tôi hơn 1 tuần rồi hay bị nổi mẩn đỏ, ngoài ra còn bị ngứa ngáy và khóc đêm.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi, bác sĩ ơi tôi đau ngực dữ dội, khoảng 2 ngày nay thấy đổ mồ hôi lạnh, choáng váng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bé nhà tôi thấy biếng ănnôn trớ, quấy khóc từ đêm qua.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi từ sáng nay hay thấy sưng đỏ khớp ngón chân, ngoài ra còn thấy đau buốt và khó cử động.",Khoa Xương Khớp,SYMPTOM,EMERGENCY
"Tôi bị khàn tiếng, mất giọng, ho có đờm khoảng 2 ngày nay.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi khô mắt, liên tục không dứt thấy mỏi mắt, nhức hốc mắt.",Khoa Mắt,SYMPTOM,EMERGENCY
Gần đây tôi bị mờ mắtnhìn không rõ với lại chảy nước mắt hơn 1 tuần rồi.,Khoa Mắt,SYMPTOM,MEDIUM
"Mấy hôm nay tôi từ đêm qua hay bị huyết áp cao, ngoài ra còn bị xây xẩm mặt mày và chóng mặt.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi bị mờ mắt và nhìn không rõ, chảy nước mắt liên tục không dứt.",Khoa Mắt,SYMPTOM,NORMAL
"Gần đây tôi bị sổ mũi và nghẹt mũi, chảy dịch xanh hơn 1 tuần rồi.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Dạo này tôi kéo dài dai dẳng hay bị tai nạn giao thông, ngoài ra còn bị chảy nhiều máu và bất tỉnh.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, hôm nay tôi đau tức ngực, mấy tháng nay thấy khó thở đồng thời bị tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi ngất xỉu đột ngột, khoảng 2 ngày nay thấy co giật, không phản ứng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi co giật nhẹ, kéo dài dai dẳng thấy mất thăng bằng và ù tai.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
Mấy hôm nay tôi bị huyết áp caoxây xẩm mặt mày với lại chóng mặt từ sáng nay.,Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi phù nề chân, liên tục không dứt thấy tức ngực, hụt hơi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Dạ tôi bị đau đầuchóng mặt, buồn nôn liên tục không dứt.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Dạo này tôi liên tục không dứt hay thấy đau tức ngực, ngoài ra còn thấy khó thở và tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi bỏng nặng, từ đêm qua thấy đau dữ dội sau đó thì phồng rộp lớn.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Dạ tôi liên tục không dứt hay thấy khàn tiếng, ngoài ra còn thấy mất giọng và ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Dạ tôi hơn 1 tuần rồi hay bị khô mắt, ngoài ra còn bị mỏi mắt và nhức hốc mắt.",Khoa Mắt,SYMPTOM,MEDIUM
"Dạo này tôi từ sáng nay hay bị thoái hóa cột sống, ngoài ra còn bị đau âm ỉ và nhức mỏi.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, bác sĩ ơi tôi nấm da, mấy tháng nay thấy ngứa rát với lại bong tróc.",Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ ơi, con tôi nổi mẩn đỏ, kéo dài dai dẳng thấy ngứa ngáy, khóc đêm.",Khoa Nhi,SYMPTOM,EMERGENCY
"Dạo này tôi từ sáng nay hay bị đau ngực dữ dội, ngoài ra còn bị đổ mồ hôi lạnh và choáng váng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Tôi từ đêm qua hay thấy nổi bong bóng nước, ngoài ra còn thấy rát da và đỏ tấy.",Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ ơi, dạo này tôi sưng đỏ khớp ngón chân, liên tục không dứt thấy đau buốt kèm theo khó cử động.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Tôi kéo dài dai dẳng hay thấy đau tức hạ sườn phải, ngoài ra còn thấy vàng da và chán ăn.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Người nhà tôi bị ngất xỉu đột ngột, co giật, không phản ứng kéo dài dai dẳng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Dạ tôi bị khô mắtmỏi mắt đồng thời bị nhức hốc mắt từ đêm qua.,Khoa Mắt,SYMPTOM,MEDIUM
"Mấy hôm nay tôi hơn 1 tuần rồi hay bị đau tức hạ sườn phải, ngoài ra còn bị vàng da và chán ăn.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ ơi, mấy hôm nay tôi đau tức ngực, thỉnh thoảng bị thấy khó thở và tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
Dạo này tôi bị đau tức hạ sườn phảivàng da đồng thời bị chán ăn thỉnh thoảng bị.,Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Mấy hôm nay tôi bị nổi bong bóng nướcrát da, đỏ tấy từ sáng nay.",Khoa Da Liễu,SYMPTOM,NORMAL
Mấy hôm nay tôi bị mờ mắtnhìn không rõ với lại chảy nước mắt từ đêm qua.,Khoa Mắt,SYMPTOM,NORMAL
"Hôm nay tôi bị đau họng, nuốt vướng, sưng amidan từ đêm qua.",Khoa Tai Mũi Họng,SYMPTOM,EMERGENCY
"Dạo này tôi bị đau lưnglan xuống chân, tê buốt từ đêm qua.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Dạ tôi bị đau tức hạ sườn phải và vàng da, chán ăn hơn 1 tuần rồi.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Hôm nay tôi liên tục không dứt hay bị giảm trí nhớ, ngoài ra còn bị hay quên và mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, gần đây tôi khó thở cấp, khoảng 2 ngày nay thấy tím tái, ngạt thở.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, con tôi biếng ăn, liên tục không dứt thấy nôn trớ, quấy khóc.",Khoa Nhi,SYMPTOM,EMERGENCY
"Con tôi thấy nổi mẩn đỏ và ngứa ngáy, khóc đêm kéo dài dai dẳng.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi đau dạ dày, khoảng 2 ngày nay thấy nóng rát vùng ngực kết hợp với ợ hơi.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi kéo dài dai dẳng hay bị đau quặn bụng, ngoài ra còn bị tiêu chảy và buồn nôn.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
Mấy hôm nay tôi bị mất ngủ và trằn trọc với lại đau nửa đầu từ sáng nay.,Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi khoảng 2 ngày nay hay bị đau ngực dữ dội, ngoài ra còn bị đổ mồ hôi lạnh và choáng váng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạo này tôi đau nhói tim, từ đêm qua thấy vã mồ hôi sau đó thì mệt mỏi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
Dạo này tôi bị viêm xoangnhức vùng trán với lại hắt hơi liên tục từ sáng nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Dạ thưa bác sĩ, Giá tiền phòng dịch vụ một ngày là bao nhiêu?",FAQ,FAQ,NORMAL
Mấy hôm nay tôi bị phù nề chân và tức ngực sau đó thì hụt hơi từ đêm qua.,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi đau nhức khớp gối, từ sáng nay thấy đi lại khó khăn, kêu lạo xạo.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi thoái hóa cột sống, khoảng 2 ngày nay thấy đau âm ỉ với lại nhức mỏi.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Gần đây tôi bị đau nhói nửa đầu bên trái, sợ ánh sáng với lại buồn nôn kéo dài dai dẳng.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Dạ tôi mấy tháng nay hay bị tai nạn giao thông, ngoài ra còn bị chảy nhiều máu và bất tỉnh.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi nấm da, kéo dài dai dẳng thấy ngứa rát và bong tróc.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Dạ tôi bị đau đầuchóng mặt, buồn nôn từ đêm qua.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi bị phù nề chân, tức ngực kết hợp với hụt hơi hơn 1 tuần rồi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Dạ tôi bị đau nhói tim, vã mồ hôi kết hợp với mệt mỏi hơn 1 tuần rồi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Hôm nay tôi kéo dài dai dẳng hay thấy khàn tiếng, ngoài ra còn thấy mất giọng và ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
Tôi thấy đau quặn bụngtiêu chảy với lại buồn nôn khoảng 2 ngày nay.,Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi từ đêm qua hay thấy bỏng nặng, ngoài ra còn thấy đau dữ dội và phồng rộp lớn.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi khoảng 2 ngày nay hay bị nấm da, ngoài ra còn bị ngứa rát và bong tróc.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi bị đau mỏi vai gáytê tay, cứng khớp buổi sáng hơn 1 tuần rồi.",Khoa Xương Khớp,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạo này tôi đau nhức khớp gối, hơn 1 tuần rồi thấy đi lại khó khăn, kêu lạo xạo.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Dạ tôi bị mụn viêm, sưng to, đau nhức hơn 1 tuần rồi.",Khoa Da Liễu,SYMPTOM,NORMAL
"Mấy hôm nay tôi từ đêm qua hay thấy nấm da, ngoài ra còn thấy ngứa rát và bong tróc.",Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ ơi, dạ tôi khàn tiếng, hơn 1 tuần rồi thấy mất giọng sau đó thì ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Dạ tôi bị cộm mắt, nhạy cảm ánh sáng kèm theo nhức mắt khoảng 2 ngày nay.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, cháu nhà tôi sốt cao, hơn 1 tuần rồi thấy ho khan, thở khò khè.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi khàn tiếng, khoảng 2 ngày nay thấy mất giọng, ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Hôm nay tôi từ đêm qua hay thấy ngất xỉu đột ngột, ngoài ra còn thấy co giật và không phản ứng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Mấy hôm nay tôi bị rụng tóc nhiềungứa da đầu kết hợp với nhiều gàu mấy tháng nay.,Khoa Da Liễu,SYMPTOM,NORMAL
"Gần đây tôi thấy đau dạ dày và nóng rát vùng ngực, ợ hơi thỉnh thoảng bị.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, cháu nhà tôi nổi mẩn đỏ, hơn 1 tuần rồi thấy ngứa ngáy với lại khóc đêm.",Khoa Nhi,SYMPTOM,MEDIUM
"Dạ tôi từ sáng nay hay bị khàn tiếng, ngoài ra còn bị mất giọng và ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi bị giảm trí nhớ, hay quên với lại mệt mỏi thỉnh thoảng bị.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
Bác sĩ ơi tôi bị khàn tiếngmất giọng và ho có đờm mấy tháng nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
Mấy hôm nay tôi bị bỏng nặng và đau dữ dội và phồng rộp lớn kéo dài dai dẳng.,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi từ đêm qua hay thấy mờ mắt, ngoài ra còn thấy nhìn không rõ và chảy nước mắt.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi mất ngủ, khoảng 2 ngày nay thấy trằn trọc kết hợp với đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Hôm nay tôi từ sáng nay hay thấy phù nề chân, ngoài ra còn thấy tức ngực và hụt hơi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi cộm mắt, kéo dài dai dẳng thấy nhạy cảm ánh sáng với lại nhức mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Dạ tôi bị đau tức hạ sườn phảivàng da, chán ăn hơn 1 tuần rồi.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Dạo này tôi mấy tháng nay hay thấy huyết áp cao, ngoài ra còn thấy xây xẩm mặt mày và chóng mặt.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Tôi mấy tháng nay hay bị đau mỏi vai gáy, ngoài ra còn bị tê tay và cứng khớp buổi sáng.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Dạo này tôi khoảng 2 ngày nay hay bị đau lưng, ngoài ra còn bị lan xuống chân và tê buốt.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi đau nhức khớp gối, từ đêm qua thấy đi lại khó khăn đồng thời bị kêu lạo xạo.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Con tôi hơn 1 tuần rồi hay bị tiêu chảy, ngoài ra còn bị đau bụng và sốt nhẹ.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi phù nề chân, liên tục không dứt thấy tức ngực, hụt hơi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi liên tục không dứt hay bị nấm da, ngoài ra còn bị ngứa rát và bong tróc.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi đau quặn bụng, mấy tháng nay thấy tiêu chảy đồng thời thấy buồn nôn.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Hôm nay tôi bị đau ngực dữ dội và đổ mồ hôi lạnh, choáng váng thỉnh thoảng bị.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi từ sáng nay hay bị cộm mắt, ngoài ra còn bị nhạy cảm ánh sáng và nhức mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, dạo này tôi khó thở cấp, từ đêm qua thấy tím tái và ngạt thở.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Gần đây tôi thỉnh thoảng bị hay bị mờ mắt, ngoài ra còn bị nhìn không rõ và chảy nước mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi tôi hơn 1 tuần rồi hay thấy đau quặn bụng, ngoài ra còn thấy tiêu chảy và buồn nôn.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Hôm nay tôi từ sáng nay hay bị đau tức hạ sườn phải, ngoài ra còn bị vàng da và chán ăn.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
