text,label,intent,severity
"Tôi đang có triệu chứng ù tai, và tôi cũng cảm thấy nuốt vướng.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
Cho tôi hỏi lịch khám của giáo sư A là khi nào? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Tự nhiên hôm nay tôi bị đau khớp gối, khó chịu quá.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Tự nhiên hôm nay tôi bị đau nhức hốc mắt, khó chịu quá.",Khoa Mắt,SYMPTOM,MEDIUM
"Xin lỗi, Xin hỏi bệnh viện có thanh toán bằng thẻ tín dụng không?",FAQ,FAQ,NORMAL
Tự nhiên hôm nay tôi bị tim đập nhanh và phù chân.,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Mấy hôm nay tôi vừa bị ù tai vừa bị hắt hơi liên tục, mệt mỏi quá.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
Tự nhiên hôm nay tôi bị hay quên và đau nửa đầu.,Khoa Thần Kinh,SYMPTOM,NORMAL
Khám BHYT có được hỗ trợ 100% không ạ? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Mấy hôm nay tôi vừa bị viêm loét da vừa bị zona thần kinh, mệt mỏi quá.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị hen suyễn tái phát là dấu hiệu của bệnh gì?",Khoa Hô Hấp,SYMPTOM,MEDIUM
Admin cho mình hỏi lấy kết quả xét nghiệm máu mất bao lâu?,FAQ,FAQ,NORMAL
Tôi cảm thấy đau bụng âm ỉ liên tục trong nhiều ngày nay.,Khoa Tiêu Hoá,SYMPTOM,NORMAL
Tự nhiên hôm nay tôi bị sưng tấy khớp và trật khớp.,Khoa Xương Khớp,SYMPTOM,MEDIUM
"Cứu với, người nhà tôi bị nhồi máu cơ tim!!!",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị viêm loét da, thỉnh thoảng còn kèm theo nấm da lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bé biếng ăn quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Nhi,SYMPTOM,NORMAL
Admin cho mình hỏi Giá chụp MRI ở bệnh viện là bao nhiêu?,FAQ,FAQ,NORMAL
Tự nhiên hôm nay tôi bị ho có đờm và thở khò khè.,Khoa Hô Hấp,SYMPTOM,NORMAL
"Cháu nhà tôi bị ruồi bay trước mắt từ hôm qua, giờ thấy mờ mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị hụt hơi mấy hôm nay rồi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
Tôi bị cứng khớp buổi sáng uống thuốc mãi không khỏi.,Khoa Xương Khớp,SYMPTOM,NORMAL
"Cho tôi hỏi, tôi bị cháu nổi mẩn đỏ thì nên khám khoa nào ạ?",Khoa Nhi,SYMPTOM,NORMAL
"Viêm loét da quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bố tôi bị bỏng nặng, xin cho hỏi gọi cấp cứu số mấy?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị tức ngực khi ho với khó thở thì khám khoa nào ạ?,Khoa Hô Hấp,SYMPTOM,MEDIUM
Tự nhiên hôm nay tôi bị ngứa ngáy và bong tróc da.,Khoa Da Liễu,SYMPTOM,NORMAL
"Khẩn cấp, tôi đang bị khó thở nhẹ, phải làm sao đây?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, em bị sưng tấy đỏ mắt, ngoài ra còn có dấu hiệu mất thị lực đột ngột.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị trật khớp là dấu hiệu của bệnh gì?",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Mấy hôm nay tôi vừa bị cứng khớp buổi sáng vừa bị lục cục ở khớp khi vận động, mệt mỏi quá.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Tôi đang có triệu chứng đau nửa đầu, và tôi cũng cảm thấy rối loạn tiền đình.",Khoa Thần Kinh,SYMPTOM,NORMAL
Dạ cho em hỏi: Bệnh viện có khám ngoài giờ hành chính không?,FAQ,FAQ,NORMAL
Gần đây tôi bị đau nửa đầu kéo dài.,Khoa Thần Kinh,SYMPTOM,NORMAL
"Tôi bị đau thắt ngực lan ra tay, đồng thời dạo này còn hay bị tăng huyết áp đột ngột.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
Cháu nhà tôi bị đột quỵ từ tối hôm qua.,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ cho em hỏi, em hay bị ngứa ngáy vùng kín là dấu hiệu của bệnh gì?",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
"Bác sĩ ơi, em bị tê bì chân tay, ngoài ra còn có dấu hiệu đau cột sống thắt lưng.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Tự nhiên hôm nay tôi bị khô mắt, khó chịu quá.",Khoa Mắt,SYMPTOM,NORMAL
Tôi cảm thấy zona thần kinh liên tục trong nhiều ngày nay.,Khoa Da Liễu,SYMPTOM,MEDIUM
"Xin lỗi, Lấy kết quả xét nghiệm máu mất bao lâu?",FAQ,FAQ,NORMAL
"Mấy hôm nay tôi vừa bị tê liệt một bên mặt vừa bị nói đớ, mệt mỏi quá.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Dạ cho em hỏi: cho tôi hỏi lịch khám của giáo sư a là khi nào?,FAQ,FAQ,NORMAL
Tôi muốn đăng ký khám tổng quát thì gói nào tốt?,FAQ,FAQ,NORMAL
Dạ cho em hỏi: Cho tôi hỏi lịch khám của giáo sư A là khi nào?,FAQ,FAQ,NORMAL
"Bác sĩ ơi cấp cứu, tôi bị sốt cao co giật đau không chịu nổi.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Tôi bị mệt mỏi bất thường uống thuốc mãi không khỏi.,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Cho tôi hỏi, tôi bị đau cột sống thắt lưng thì nên khám khoa nào ạ?",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, em bị đau nhức trong tai, ngoài ra còn có dấu hiệu chảy máu cam không cầm.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
Tự nhiên hôm nay tôi bị chóng mặt và đau tức ngực.,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi bị bé lừ đừ không chịu chơi, thỉnh thoảng còn kèm theo trẻ bị tay chân miệng.",Khoa Nhi,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng điếc đột ngột, và tôi cũng cảm thấy chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Ợ hơi quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Tôi bị zona thần kinh, đồng thời dạo này còn hay bị nấm da lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy sổ mũi, có lúc còn bị ngạt mũi nữa.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
Cho tôi hỏi tôi bị sưng tấy khớp với gút cấp thì khám khoa nào ạ?,Khoa Xương Khớp,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy nổi mẩn đỏ, có lúc còn bị nổi mụn nước nữa.",Khoa Da Liễu,SYMPTOM,NORMAL
Dạ cho em hỏi: Cho tôi hỏi lịch khám của giáo sư A là khi nào?,FAQ,FAQ,NORMAL
Tôi cảm thấy chảy mủ tai liên tục trong nhiều ngày nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
Tôi bị ợ chua uống thuốc mãi không khỏi.,Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Tự nhiên hôm nay tôi bị sưng tấy đỏ mắt, khó chịu quá.",Khoa Mắt,SYMPTOM,MEDIUM
Bệnh viện có khám ngoài giờ hành chính không? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
Cháu nhà tôi bị lục cục ở khớp khi vận động từ tối hôm qua.,Khoa Xương Khớp,SYMPTOM,NORMAL
"Cho tôi hỏi, tôi bị khám thai định kỳ thì nên khám khoa nào ạ?",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
"Bố tôi bị đau đầu dữ dội, xin cho hỏi gọi cấp cứu số mấy?",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Tôi bị khô mắt uống thuốc mãi không khỏi.,Khoa Mắt,SYMPTOM,NORMAL
"Bệnh viện có làm việc thứ 7, chủ nhật không? Tư vấn giúp mình với.",FAQ,FAQ,NORMAL
"Tôi đang có triệu chứng đau bụng dưới dữ dội, và tôi cũng cảm thấy ra máu bất thường.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị ho ra máu, thỉnh thoảng còn kèm theo khó thở.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi bị nói đớ, thỉnh thoảng còn kèm theo tê liệt một bên mặt.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Dạ cho em hỏi: Tôi muốn đặt lịch khám trước thì làm thế nào?,FAQ,FAQ,NORMAL
"Dạ bác sĩ, em đang bị đau nhức trong tai thì phải làm sao ạ?",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Cho tôi hỏi, tôi bị nổi mề đay toàn thân thì nên khám khoa nào ạ?",Khoa Da Liễu,SYMPTOM,MEDIUM
"Tôi bị yếu liệt nửa người đột ngột kèm theo chấn thương sọ não, giờ người rất mệt, cấp cứu giúp tôi.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, em bị thở khò khè, ngoài ra còn có dấu hiệu đau rát họng.",Khoa Hô Hấp,SYMPTOM,NORMAL
"Mấy hôm nay tôi vừa bị bé quấy khóc vừa bị cháu bị trớ sữa, mệt mỏi quá.",Khoa Nhi,SYMPTOM,NORMAL
"Cháu nhà tôi bị chán ăn từ hôm qua, giờ thấy đầy bụng.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Bác sĩ ơi, em bị ho có đờm, ngoài ra còn có dấu hiệu ho khan.",Khoa Hô Hấp,SYMPTOM,NORMAL
"Mấy hôm nay tôi vừa bị khàn tiếng vừa bị sổ mũi, mệt mỏi quá.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy tê bì chân tay, có lúc còn bị cứng khớp buổi sáng nữa.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Dạ bác sĩ, em đang bị mất thị lực đột ngột thì phải làm sao ạ?",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi bị đi ngoài phân đen mấy hôm nay rồi.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Dị ứng mỹ phẩm quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Da Liễu,SYMPTOM,NORMAL
Cháu nhà tôi bị hen suyễn tái phát từ tối hôm qua.,Khoa Hô Hấp,SYMPTOM,MEDIUM
"Tôi bị đau thắt ngực lan ra tay, mong bác sĩ tư vấn giúp.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Tôi bị viêm amidan, đồng thời dạo này còn hay bị viêm họng.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Cháu nhà tôi bị nổi mề đay toàn thân từ hôm qua, giờ thấy nấm da lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi bị trẻ bị tay chân miệng, thỉnh thoảng còn kèm theo trẻ sốt cao.",Khoa Nhi,SYMPTOM,MEDIUM
"Bố tôi bị tê liệt một bên mặt, xin cho hỏi gọi cấp cứu số mấy?",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Gần đây tôi bị đau bụng âm ỉ kéo dài.,Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Tôi đang có triệu chứng đau nhức trong tai, và tôi cũng cảm thấy chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
Tự nhiên hôm nay tôi bị bé quấy khóc và cháu nổi mẩn đỏ.,Khoa Nhi,SYMPTOM,NORMAL
"Cháu nhà tôi bị ra khí hư bất thường từ hôm qua, giờ thấy ngứa ngáy vùng kín.",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
"Cháu nhà tôi bị lục cục ở khớp khi vận động từ hôm qua, giờ thấy đau lưng.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Cháu nhà tôi bị hen suyễn tái phát từ hôm qua, giờ thấy ho ra máu.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Tôi bị đau quặn bụng, mong bác sĩ tư vấn giúp.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Bố tôi bị đau đầu dữ dội, xin cho hỏi gọi cấp cứu số mấy?",Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Chào bác sĩ, dạo này tôi hay cảm thấy viêm loét da, có lúc còn bị nổi mề đay toàn thân nữa.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị đau nhức không đi lại được là dấu hiệu của bệnh gì?",Khoa Xương Khớp,SYMPTOM,MEDIUM
Dạ cho em hỏi: Giá chụp MRI ở bệnh viện là bao nhiêu?,FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị đau đầu dữ dội, thỉnh thoảng còn kèm theo tê liệt một bên mặt.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
Cho tôi hỏi tôi bị gút cấp với trật khớp thì khám khoa nào ạ?,Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ cho em hỏi, em hay bị bỏng nặng là dấu hiệu của bệnh gì?",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị chảy máu cam không cầm mấy hôm nay rồi.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Tôi bị bé biếng ăn, mong bác sĩ tư vấn giúp.",Khoa Nhi,SYMPTOM,NORMAL
"Tôi bị hen suyễn tái phát, đồng thời dạo này còn hay bị ho ra máu.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Xin lỗi, Giá chụp MRI ở bệnh viện là bao nhiêu?",FAQ,FAQ,NORMAL
"Tự nhiên hôm nay tôi bị đau khớp gối, khó chịu quá.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Khô da quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ cho hỏi, bệnh viện có làm việc thứ 7, chủ nhật không?",FAQ,FAQ,NORMAL
"Tôi bị đau nhức không đi lại được, đồng thời dạo này còn hay bị gút cấp.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Mất ngủ quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Thần Kinh,SYMPTOM,NORMAL
Cho tôi hỏi tôi bị mệt mỏi với chóng mặt thì khám khoa nào ạ?,Khoa Thần Kinh,SYMPTOM,NORMAL
Admin cho mình hỏi Tôi bị mất thẻ BHYT thì dùng VssID được không?,FAQ,FAQ,NORMAL
"Tôi bị tê bì chân tay, đồng thời dạo này còn hay bị đau cột sống thắt lưng.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Tôi bị ho khan, mong bác sĩ tư vấn giúp.",Khoa Hô Hấp,SYMPTOM,NORMAL
"Cho tôi hỏi, tôi bị thở khò khè thì nên khám khoa nào ạ?",Khoa Hô Hấp,SYMPTOM,NORMAL
"Cho tôi hỏi, tôi bị đau nhức hốc mắt thì nên khám khoa nào ạ?",Khoa Mắt,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng zona thần kinh, và tôi cũng cảm thấy nổi mề đay toàn thân.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi cấp cứu, tôi bị tăng huyết áp đột ngột đau không chịu nổi.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Cho tôi hỏi, tôi bị mất thị lực đột ngột thì nên khám khoa nào ạ?",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi cấp cứu, tôi bị tê liệt một bên mặt đau không chịu nổi.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị mệt mỏi bất thường, thỉnh thoảng còn kèm theo khó thở khi nằm.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Tôi bị đánh trống ngực, đồng thời dạo này còn hay bị chóng mặt.",Khoa Tim Mạch,SYMPTOM,MEDIUM
Tôi bị trẻ sốt cao uống thuốc mãi không khỏi.,Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi cấp cứu, tôi bị đau bụng dưới dữ dội đau không chịu nổi.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
Tự nhiên hôm nay tôi bị viêm loét da và nấm da lan rộng.,Khoa Da Liễu,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng đau quặn bụng, và tôi cũng cảm thấy đi ngoài phân đen.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
Cho tôi hỏi tôi bị tức ngực khi ho với khó thở thì khám khoa nào ạ?,Khoa Hô Hấp,SYMPTOM,MEDIUM
"Cháu nhà tôi bị chóng mặt từ hôm qua, giờ thấy rối loạn tiền đình.",Khoa Thần Kinh,SYMPTOM,NORMAL
"Cứu với, người nhà tôi bị bỏng nặng!!!",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Chào bác sĩ, dạo này tôi hay cảm thấy cứng khớp buổi sáng, có lúc còn bị đau khớp gối nữa.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Dạ bác sĩ, em đang bị trẻ bị tay chân miệng thì phải làm sao ạ?",Khoa Nhi,SYMPTOM,MEDIUM
"Tôi bị bé lừ đừ không chịu chơi, mong bác sĩ tư vấn giúp.",Khoa Nhi,SYMPTOM,MEDIUM
"Tôi đang có triệu chứng chóng mặt, và tôi cũng cảm thấy hồi hộp.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Cho tôi hỏi, tôi bị nôn liên tục thì nên khám khoa nào ạ?",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
Dạ cho em hỏi: Giá chụp MRI ở bệnh viện là bao nhiêu?,FAQ,FAQ,NORMAL
"Tôi đang có triệu chứng bé biếng ăn, và tôi cũng cảm thấy bé bị sổ mũi.",Khoa Nhi,SYMPTOM,NORMAL
"Dạ bác sĩ, em đang bị bong tróc da thì phải làm sao ạ?",Khoa Da Liễu,SYMPTOM,NORMAL
Tôi bị đau bụng kinh uống thuốc mãi không khỏi.,Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
Tôi cảm thấy tăng huyết áp đột ngột liên tục trong nhiều ngày nay.,Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi vừa bị viêm loét da vừa bị nổi mề đay toàn thân, mệt mỏi quá.",Khoa Da Liễu,SYMPTOM,MEDIUM
Dạ cho em hỏi: Thủ tục nhập viện gồm những giấy tờ gì?,FAQ,FAQ,NORMAL
"Bác sĩ ơi, em bị đau bụng dưới dữ dội, ngoài ra còn có dấu hiệu động thai.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Xin lỗi, Khám BHYT có được hỗ trợ 100% không ạ?",FAQ,FAQ,NORMAL
"Bác sĩ ơi, em bị nổi mề đay toàn thân, ngoài ra còn có dấu hiệu nấm da lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
Tôi cảm thấy mệt mỏi liên tục trong nhiều ngày nay.,Khoa Thần Kinh,SYMPTOM,NORMAL
Gần đây tôi bị mệt mỏi bất thường kéo dài.,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ cho hỏi, Xin hỏi bệnh viện có thanh toán bằng thẻ tín dụng không?",FAQ,FAQ,NORMAL
Tôi cảm thấy cộm mắt liên tục trong nhiều ngày nay.,Khoa Mắt,SYMPTOM,NORMAL
"Xin lỗi, khám bhyt có được hỗ trợ 100% không ạ?",FAQ,FAQ,NORMAL
"Tôi đang có triệu chứng trẻ bị tay chân miệng, và tôi cũng cảm thấy cháu khó thở.",Khoa Nhi,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy trẻ bị sốt nhẹ.",Khoa Nhi,SYMPTOM,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy ruồi bay trước mắt, có lúc còn bị chảy nước mắt nữa.",Khoa Mắt,SYMPTOM,NORMAL
"Bố tôi bị đau thắt ngực lan ra tay, xin cho hỏi gọi cấp cứu số mấy?",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Cháu nhà tôi bị đau rát họng từ hôm qua, giờ thấy thở khò khè.",Khoa Hô Hấp,SYMPTOM,NORMAL
"Bác sĩ cho em hỏi, em hay bị trật khớp là dấu hiệu của bệnh gì?",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Mấy hôm nay tôi vừa bị động thai vừa bị đau bụng dưới dữ dội, mệt mỏi quá.",Khoa Sản - Phụ Khoa,SYMPTOM,EMERGENCY
"Tôi đang có triệu chứng đau bụng kinh, và tôi cũng cảm thấy buồn nôn thai kỳ.",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
Cho tôi hỏi tôi bị mờ mắt đột ngột kèm đau đầu với tê liệt một bên mặt thì khám khoa nào ạ?,Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Cháu nhà tôi bị hen suyễn tái phát từ hôm qua, giờ thấy tức ngực khi ho.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Cháu nhà tôi bị nhiều gàu từ hôm qua, giờ thấy dị ứng mỹ phẩm.",Khoa Da Liễu,SYMPTOM,NORMAL
"Tôi bị gút cấp, mong bác sĩ tư vấn giúp.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy đau vùng thượng vị, có lúc còn bị tiêu chảy nữa.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Tôi bị chảy máu không cầm kèm theo yếu liệt nửa người đột ngột, giờ người rất mệt, cấp cứu giúp tôi.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Tôi bị nôn liên tục, mong bác sĩ tư vấn giúp.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Tôi bị chảy mủ tai, mong bác sĩ tư vấn giúp.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Chào bác sĩ, dạo này tôi hay cảm thấy mờ mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Tôi bị chấn thương sọ não, mong bác sĩ tư vấn giúp.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Tôi đang có triệu chứng mờ mắt, và tôi cũng cảm thấy cộm mắt.",Khoa Mắt,SYMPTOM,NORMAL
Tự nhiên hôm nay tôi bị đau nhức không đi lại được và trật khớp.,Khoa Xương Khớp,SYMPTOM,MEDIUM
Cho tôi hỏi tôi bị đánh trống ngực với chóng mặt thì khám khoa nào ạ?,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Cho tôi hỏi, tôi bị đi ngoài phân đen thì nên khám khoa nào ạ?",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Xin lỗi, Tôi muốn đặt lịch khám trước thì làm thế nào?",FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy cháu nổi mẩn đỏ, có lúc còn bị bé quấy khóc nữa.",Khoa Nhi,SYMPTOM,NORMAL
Cho tôi hỏi tôi bị cháu nổi mẩn đỏ với bé biếng ăn thì khám khoa nào ạ?,Khoa Nhi,SYMPTOM,NORMAL
"Viêm loét da quá bác sĩ ơi, khám ở đâu được ạ?",Khoa Da Liễu,SYMPTOM,MEDIUM
"Dạ bác sĩ, em đang bị đau thắt ngực lan ra tay thì phải làm sao ạ?",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Tôi bị mất ngủ, mong bác sĩ tư vấn giúp.",Khoa Thần Kinh,SYMPTOM,NORMAL
Tôi bị nổi mẩn đỏ uống thuốc mãi không khỏi.,Khoa Da Liễu,SYMPTOM,NORMAL
"Tôi bị đau đầu dữ dội, mong bác sĩ tư vấn giúp.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Tôi đang có triệu chứng nhức mỏi vai gáy, và tôi cũng cảm thấy tê bì chân tay.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Xin lỗi, lấy kết quả xét nghiệm máu mất bao lâu?",FAQ,FAQ,NORMAL
"Chào bác sĩ, dạo này tôi hay cảm thấy bé lừ đừ không chịu chơi.",Khoa Nhi,SYMPTOM,MEDIUM
"Mấy hôm nay tôi vừa bị nhói ở tim vừa bị đau thắt ngực lan ra tay, mệt mỏi quá.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
Cháu nhà tôi bị chảy máu không cầm từ tối hôm qua.,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Xin lỗi, Tôi muốn đặt lịch khám trước thì làm thế nào?",FAQ,FAQ,NORMAL
"Bác sĩ ơi, tôi bị cứng khớp buổi sáng mấy hôm nay rồi.",Khoa Xương Khớp,SYMPTOM,NORMAL
Tôi bị ngạt mũi uống thuốc mãi không khỏi.,Khoa Hô Hấp,SYMPTOM,NORMAL
Admin cho mình hỏi thủ tục nhập viện gồm những giấy tờ gì?,FAQ,FAQ,NORMAL
"Cháu nhà tôi bị trẻ ho đờm từ hôm qua, giờ thấy bé biếng ăn.",Khoa Nhi,SYMPTOM,NORMAL
"Mấy hôm nay tôi vừa bị tăng huyết áp đột ngột vừa bị đau thắt ngực lan ra tay, mệt mỏi quá.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị ngất xỉu, thỉnh thoảng còn kèm theo co giật.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ cho em hỏi, em hay bị nổi mề đay toàn thân là dấu hiệu của bệnh gì?",Khoa Da Liễu,SYMPTOM,MEDIUM
Xin hỏi bệnh viện có thanh toán bằng thẻ tín dụng không? Tư vấn giúp mình với.,FAQ,FAQ,NORMAL
"Tôi bị cháu bị trớ sữa, mong bác sĩ tư vấn giúp.",Khoa Nhi,SYMPTOM,NORMAL
"Tôi đang có triệu chứng hen suyễn tái phát, và tôi cũng cảm thấy tức ngực khi ho.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Xin lỗi, Bệnh viện có khám ngoài giờ hành chính không?",FAQ,FAQ,NORMAL
Cho tôi hỏi tôi bị cứng khớp buổi sáng với tê bì chân tay thì khám khoa nào ạ?,Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ cho em hỏi, em hay bị trẻ bị sốt nhẹ là dấu hiệu của bệnh gì?",Khoa Nhi,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi bị tức ngực khi ho, thỉnh thoảng còn kèm theo ho ra máu.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Bác sĩ ơi cấp cứu, tôi bị mờ mắt đột ngột kèm đau đầu đau không chịu nổi.",Khoa Thần Kinh,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi bị trẻ bị tay chân miệng, thỉnh thoảng còn kèm theo bé bị tiêu chảy liên tục.",Khoa Nhi,SYMPTOM,MEDIUM
"Mấy hôm nay tôi vừa bị hen suyễn tái phát vừa bị khó thở, mệt mỏi quá.",Khoa Hô Hấp,SYMPTOM,MEDIUM
"Cháu nhà tôi bị chậm kinh từ hôm qua, giờ thấy buồn nôn thai kỳ.",Khoa Sản - Phụ Khoa,SYMPTOM,NORMAL
"Tôi bị yếu liệt nửa người đột ngột, mong bác sĩ tư vấn giúp.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
